,id,text,label,gpt_response,perspective_response,perspective_error,gpt_response_txt,perspective_response_bin
170,2486,Illegal Alien Raped Girl In Kentucky via @user @user #BuildTheWall #DeportThemAllStop Putting Citizens at unnecessary risk!#HonorYourOath#DeathPenalty,1,1,0.34157345,, True,0
171,22,Bitches Boyfriends/baby daddy/ husband be locked up for 10 minutes and already going out to be a hoe bitch you sad 😂,1,1,0.9603502,, True,1
172,532,@user @user Just FYI @user and @user are being blackmailed and controlled by the #DeepState!!! Do whaterver it takes to #BUILDTHATWALL now or it will never be built!!!!,0,1,0.9102983,, True,1
173,1879,"The Awakening has begun.#Immigrants#Toronto#TorontoShooting#IllegalAliens@infowars@PrisonPlanet@rebelmeFists fly, and so does a megaphone, as refugee crisis inflames politics in Toronto area",0,1,0.9439231,, True,1
174,1441,These bitches want you to bring something to the table... that other hoes are sittin at    Bitch.. i dnt do team meetings,1,1,0.93232936,, True,1
175,2302,"I'm ANTI, can't no gov't handle a commando. Your man DON'T want it, #TRUMP 'S a #BITCH, I'll make his whole brain go under!-@Eminem #Drop🎤",0,0,0.1559007,, False,0
176,1972,They just keep on coming. Build that damn wall and deport. Please! @user #BuildThatWall,1,1,0.9350986,, True,1
177,2369,"Any comments, @user ? How about you, @user ? Or you, @user ? Any Democrats fighting against @user to #BuildThatWall speak up.",0,1,0.93232936,, True,1
178,2241,@user #MAGA #KAG 2020 USA!! USA!! USA!! USA!! #BUILDKATESWALL #NODACA #AmericaFirst Please remember the only reason the left the libtards the Democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!!!,0,0,0.1483725,, False,0
179,1531,"@user RT @user Any elected official or member of #Congress who violates their Oath or The U.S. #Constitution is no longer acting as Govt., but as a criminal/traitor. #USA #Americans #America #PJNET #NoDebt #NoDACA #NoAmnesty #NoGunControl @user @user @user @user",0,0,0.13109826,,"

False",0
180,669,Yeah! #BuildThatWall NOW! Enforce immigration laws as other countries do!,0,0,0.93926066,, False,1
181,615,They are EVERWHERE #BuildThatWall,1,0,0.9042199,, False,1
182,2186,Bitch we about to have a whole fuckin party for yall,0,0,0.40689763,,"

False",0
183,72,@user @user @user BUILDTHATWALL MAGA KAG TRUMP2020 TRUMP=HERO TRUMP=LEADER,0,1,0.7684378,, True,1
184,469,"@user @user I'm thinking that myself, how did it come to this and why? #Americafirst #closetheborder #wideawake #sendthemback",0,1,0.53424495,, True,1
185,792,@user @user @user Cut all the free shit for illegals..guarantee they won't be crossing anymore. #BuildThatWall,1,1,0.10668541,, True,0
186,1007,#BuildThatWall#StandWithICE#AmericaFirstPolice: Illegal Immigrant Arrested In Shooting Of Upper Darby Store Owner,0,0,0.958741,, False,1
187,1647,@user Every time I try to be in my feels you always gotta ruin it like shiii let me be a depressed bitch  😂,0,1,0.24215956,, True,0
188,912,Miami was my whole life a bitch will.be back next month real live lol,0,1,0.9156528,, True,1
189,1123,Bitch I'm cool af if you curve me you a lame hoe 😂,0,1,0.9753232,, True,1
190,1400,"i'm so salty i tried to go in a store with no shoes on and the ladies like ""you have to have shoes"" BITCH IM NOT VCARRYING A DISEASE",1,1,0.94992846,, True,1
191,636,So now you friends with JAVEN bitch fuck you hoe ! ... — OMG BITCH😂😂😂😂,1,1,0.32765266,, True,0
192,6,@user friends ? that's my BLOOD brother bitch .. he in yo city !! i'm hours away . ill be through there tomo…,0,1,0.9639706,, True,1
193,2574,Me and Jayleen literally came at this bitches life because she thought she would be a cunt,1,1,0.3663197,, True,0
194,892,"This white lady just told me I was ""too young"" and ""a baby"" BITCH I'm married with 1.5 kids, paying my own goddamn bills, 🗣 lee me alone hoe",1,0,0.8785311,, False,1
195,1198,Fuck you to whoever mirror I just punched off bitch don't cut me off on a good day?,1,1,0.9643108,, True,1
196,1132,"Do u know how many times black femmes/woc are called NEGATIVE, BITCH, CUNT just for existing, speaking mind, challenging old norms",0,0,0.21908489,, False,0
197,2763,A bitch will  fuck with 4 different niggas and all of em to be faithful to her 😑HOE YOU CRAZY!!! 😂😂😂,1,0,0.23179795,, False,0
198,0,"@user , you are correct that Reid certainly is a weasel. Sadly, we've got our own weasels; @user Sen McConnell & @user .The corrupt Mueller investigation w/be STOPPED if those 3 did their jobs.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #USA",0,1,0.938917,, True,1
199,837,"When I think about children seperated from thier family's at the border and how the media sensationalizes it, I think about this guy. Maybe his childern miss him. #BuildThatWall #FakeNews #MAGA",0,1,0.19092347,, True,0
200,2530,"so me being the nice ass bitch i am, apologized to him thru chat. like ur hoe sent him a long ass message im telling you .and he just SEENED",0,1,0.9720425,, True,1
201,1296,"@user @user 364 down only about 12,499,636 more to go!#BuildThatWall",0,0,0.9227343,, False,1
202,2259,"Kamala Harris is angry, immature, corrupt, feckless, unserious, ignorant & unaccomplished.Which makes her the odds-on favorite to be the Dem nominee to challenge #POTUS in 2020#MAGA #KAG #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter",0,1,0.12844168,, True,0
203,922,on bd yo nigga a hoe — on me you a bitch,1,1,0.60691977,, True,1
204,1609,y'all ... I came to the gym all excited to see my trainer and he says why are you wearing chanclas? A bitch forgot to switch shoes. 😒☹️,0,0,0.9480856,, False,1
205,1508,"Y'all: ""you a hoe""    Hoe me: ""that's hoe CULTURE to you bitch""",0,1,0.9443936,, True,1
206,2643,Karma a bitch nasty hoe,0,0,0.9327445,, False,1
207,2777,"#IllegalAliens are a thing. #Fascim is a thing too. Pretending the good guys are the bad guys is a thing the left likes to do all the time. #NeverForget the #holocaust either & how it happened. Bad guys took over & began to ""diminish"" their enemies for their agenda. #hypocrisy",0,1,0.6364068,, True,1
208,2054,Listen to this on @user on Now LETS #MAGA - Donald Trump Bing Bong Remix Compilation #BUILDTHATWALL #MAGA Listen LIVE on via @user #MAGAOneRadio,0,1,0.7969708,, True,1
209,1754,@user @user #BanMuslims #BanIslam #SendThemBack to their shitholes!! #CloseTheBorders,1,1,0.39763474,, True,0
210,2507,@user How does using #IllegalAliens change the fact that #IllegalAliens are #IllegalAliens?,0,1,0.93255717,, True,1
211,1326,F**k NO! They are #IllegalAliens (#invaders/#criminals)!,1,0,0.434234,, False,0
212,915,Hey Bitch stop quoting Jimmy Tatro you fake ass bitch hoe,1,1,0.76812834,, True,1
213,2723,"These are the animals we want to band!!!!! #NeverForgetBenghazi never submit to because #islamistheproblem this is #America and I will not covert. #BuildThatWall and keep #MAGA #POTUS and #POTUS44 close it up. You had your chance 8 years of it, failed and keep you keep failing !!",1,0,0.17414229,,"

False",0
214,2153,"@user Help confirm a ""Pro-Wall Judge""Confirm Kavanaugh to #SCOTUS Now!Call 202-224-3121Help #BuildThatWall at #RETWEET to Trigger @user like @user & @user & @user #FarmBill #WednesdayWisdom",0,1,0.6047761,, True,1
215,898,Five Other Heinous Illegal Alien Crimes You Didnt Hear About This Week MSM refuses to publish or warn citizens of the atrocities being inflicted on them daily by Illegal Aliens.Everyday an Illegal Alien destroy's more American family's.#DeportThemAll,1,1,0.93252146,, True,1
216,334,"Did you know we now??We can't call illegal alien's, #IllegalAliens on tweeter!!!",0,1,0.22060037,, True,0
217,961,"don't get mad if a dude call you a bitch, hoe, thot none of that ever in your life then, if that's the case lol",0,0,0.19176699,, False,0
218,1107,"@user We need to improve our country, schools, neighborhoods, hospitals, prisons, by kicking out the illegals. #BuildTheDamnWall #BuildThatWall",1,1,0.9752851,, True,1
219,2750,@user Bitch if my ass is grass ur ass is dirt whore,1,0,0.93232936,, False,1
220,933,Kick off ya shoes & relax ya fuckin feet bitch,0,1,0.7443583,, True,1
221,1672,@user which one of you shitheads invaded my privacy at my home then drove off like a bitch last night? Ask the whole dept for me,0,1,0.97384244,, True,1
222,1440,Frustration With Do Nothing Sessions Reaches Critical Mass Meadows Brings Down The Roof With IRREFUSABLE DEMANDWhere's the popcorn?@realDonaldTrump #MAGA@USAGSessions #WWG1WGA @user #AmericaFirst#BuildThatWall via @user,0,0,0.94900304,, False,1
223,1199,Hoes be like happy birthday son I can't believe your 8 already. Like what you can't believe bitch? You had him in high school,1,1,0.9720017,, True,1
224,2287,5 years in prison? No wonder illegals come here and do whatever the hell they want. Nothing more than a slap on the wrist. Disgusting. #BuildTheWall #DeportThemAll,1,0,0.93232936,, False,1
225,1639,"Stop Looking at us asshole.  You don't know me anymore.  I know you 're a bitch since jhs.  Sorry not sorry, but i'm a mother fucking bitch.🔥",0,1,0.9718214,, True,1
226,1477,Im literally counting down the days until the kids go back to school. #SendThemBack,0,1,0.9630359,, True,1
227,1821,Bitch shut up u a whore,1,1,0.9480856,, True,1
228,850,@user Our borders are a mess too. #BuildThatWall,0,0,0.9486224,, False,1
229,2345,Dont tell me about yo hoe storied n then try to tell me you dont suck dick 😐 bitch who are you foolin.,1,1,0.4952187,, True,0
230,1872,@user @user bitch come crawling to me when hoseok leaves you for his crab side hoe,1,1,0.15025349,, True,0
231,544,@user @user @user @user @user One man's conspiracy is another man's truth.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL,0,1,0.8900184,, True,1
232,1348,British Museum sends ILLEGALLY OBTAINED Iraqi artifacts back to Iraq. When will they send the ILLEGALLY OBTAINED Elgin Marbles? @user @user @user #sendthemhome,0,1,0.12700251,, True,0
233,2891,I know I must make a lot of you hoes sick; All I can tell you is get use to it bitch 😘,1,0,0.45964268,, False,0
234,901,@user @user Pocohantas speaks with forked tongue. @user @user #LiberalismIsAMentalDisorder @user #MAGA #AmericaFirst #TermLimits #DrainTheSwamp #BuildTheWall #SendThemBack,0,1,0.95504606,, True,1
235,719,@user It shows that the #DysfunctionalPartyDuopoly is not now nor ever has been predisposed to implement an effective program to #StopTheInvasion. #repX #invasionUSA @user #SealTheBorder,0,1,0.97899806,, True,1
236,120,DEPORT Deport Deport. That is all you have to say. #IllegalAliens have got to go.,1,1,0.653966,, True,1
237,439,Border Patrol Agents Arrest Group of 163 Migrants in Arizona Desert via @user #StopTheInvasion #BuildThatWall,0,1,0.9897058,, True,1
238,2604,"@user Got to keep those baby rapers with their victims or the left will throw a temper tantrum. #boohoo,#sendthemback#BuildTheWall",1,0,0.37359342,, False,0
239,1349,"Bitches get mad cuz they don’t get posted...Bitch maybe if you wasn’t a. Trifling ass, hoe ass, uncaring ass bitch, maybe he would post you😂",1,0,0.93232936,, False,1
240,557,"Any bitch who feels comfortable to be in your face and talk to a nigga you use to fuck with call them hoes ""seconds"" better yet clowns.",1,1,0.51979285,, True,1
241,2732,"""""""Identify Native 2020 Census"""" is bollocks. Yes, Mestizos are Indians, and their kind was here first. It doesn't mean shit though, as the Europeans built a far more advanced civilization than the Indians ever could dream of. #BuildTheWall #DeportThemAll #KAG #SupportICE""",1,0,0.90800637,, False,1
242,1197,@user @user This is garbage. Kavanaugh has done a beautiful job fielding questions.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL,0,0,0.7985155,, False,1
243,208,"TX: Man arrested trying to get into house with knife - Heriberto Coronado, 28, is alleged to have held a knife to a female victim's throat at one point as well. ""He was also named in a detainer on an immigration charge."" #DeportThemAll",0,1,0.88824683,, True,1
244,2254,@user BITCH!!! KJSLK:DJSLKDJ THE ANIMATION IS SO GOOD! THE WHOLE VOICE CAST!! I AM SUDDENLY A KID AGAIN???,0,1,0.7441089,, True,1
245,805,"bitches be mad I'm not pressed over them. sorry, wrong whore 😭",1,0,0.4221816,,"

False",0
246,1273,@user nah bitch don't follow me we not cool hoe I'm bashing your mf face in. Shit ain't sweet.,1,1,0.9855426,, True,1
247,2251,"@user Actually, that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything, so go get fucked by a rapefugee you tranny fag @user",0,1,0.5532468,, True,1
248,126,"Many of these were in El Paso, home town of Beto ORourke running for Senate. He campaigns for open borders. 25 illegals this week dropped off at Walmart to load into Semis more from stash houses. This why Texas needs @user stop human smuggling.#BuildThatWall",1,0,0.94478816,, False,1
249,69,You just fwm no more never did bitch ionkno whores,1,0,0.35749254,, False,0
250,1011,@user BITCH I JUST LOVE U AS A WHOLE U MY DUDE,0,0,0.9480856,, False,1
251,692,#DREAMER Stomps 83 yr old man to death in TXSSilvano Echavarria stomped the victims head 74 times and punched him 25 times before leaving his body in a parking lotHis rap sheetincludesother crimes.#MSMSilence#BuildThatWall,1,1,0.8960697,, True,1
252,1122,You wear makeup bc you're insecure nah hoe I just like artsy stuff & makeup is fun as fuck to do. Find something else to bitch about lol,0,1,0.9769335,, True,1
253,2230,"If you have a bitch, don't text me. Don't try to flirt with me. Respect your hoe. I should not have to be the one defending this thot.",0,0,0.11520572,, False,0
254,2234,@user @user @user @user Bitch you believe in Trump and you call Iggy ugly lol bye hoe 😂😂😂,1,1,0.14955135,, True,0
255,404,@user Bye! Get the fuck out! GO! GO!!! Bye Felicia with your stupid sharia-loving ass!!! GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!#SendThemBack #AgainstShariaLaw #BuildTheDamnWall #Chemitz #Brexit,1,0,0.7371822,, False,1
256,586,@user NotF'nLikely#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter,0,1,0.42529684,, True,0
257,1726,Can't believe some italians had the audacity to bitch about us the whole train journey then ask for one of our haribos,0,0,0.88824683,, False,1
258,1038,"You can never take a L off a real bitch, I'm hotta than them hoes that you chill w.",1,1,0.8606264,, True,1
259,1730,"I just knew it, omg, when will this traitor be in prison for all the damage he has done to us and our programs, this is the elderly he has harmed people @user @user #BuildTheWall #EndDACA #BoycottNFL #BoycottNike #LockThemAllUp",0,1,0.96515167,, True,1
260,1969,@user @user #BuildThatWall and #DeportThemAll so we can stop worrying about paying TWICE AS MUCH FOR EDUCATION.,1,1,0.16279817,, True,0
261,2490,@user @user I can't stand you hoe 😭 but fine you go ahead & get it up cause bitch we're going somewhere for my 21st,1,1,0.28935534,, True,0
262,1402,@user There goes the neighborhood! #SENDTHEMBACK,1,0,0.935798,, False,1
263,388,@user Hey @user #IllegalAliens are criminals. An #IllegalAlien is a criminal. All #Illegal #Aliens must be deported!,1,0,0.15832628,, False,0
264,124,@user if there were a female 007 SJW's would bitch about portraying violence against women.,0,1,0.9533507,, True,1
265,216,Been listening to LP th whole shift. Life is a bitch. But we must continue the fight. RIP,0,1,0.53490317,, True,1
266,1336,Illegal aliens should be sent home. Illegal aliens have no place in our country. #BuildThatWall NOW! Illegal aliens are illegal hence the term illegal. They are here illegally and they are aliens to our country @user and @user,1,1,0.29470327,, True,0
267,166,it's time for me to BOSS UP on you bitch ass niggas & hoes😛,1,1,0.19478649,, True,0
268,2809,First Booker is caught in a lie; now Kamala. Don't they have any legit arguments against #POTUS #Trump & #GOP ? Must everything be a deception?#Liars #MAGA #KAG #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #LiberalismIsAMentalDisorder,0,1,0.95302415,, True,1
269,228,"@user @user @user Not a Spicer fan, but that whole Pope move was a total bitch-slap by Trump.…",0,1,0.1497051,, True,0
270,317,Hey @user #DEMS use #Dreamers & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty NO #DacaDEAL #NoDACA #BoycottNFL,0,-1,0.8677042,,"

This phrase is toxic.",1
271,2775,@user Being gay is a fucking superpower embrace it bitch you Betts shut these hoes down #nottodaysatan,0,0,0.88824683,, False,1
272,1208,Why these white hating racist #Africans fleeing to white Europe #goback #sendthemback go back to YOUR Africa Stunned tourists watch 50 migrants on packed boat storm Spanish beach via,1,1,0.49411827,, True,0
273,2805,You can fuck my bitch you can have my hoe,1,1,0.94949967,, True,1
274,312,I really need to stick to the whole gluten free thing.. celiacs a bitch,0,1,0.9530781,, True,1
275,1365,Bitch told me I couldn't withstand the storm told that cunt I am the storm 😈,0,1,0.24172723,, True,0
276,2011,"Stop playing with these women hearts. Karma ain't a bitch to play with, she really has no feelings.",0,0,0.07633803,, False,0
277,350,@user promoting a petition to stop Kavanaugh. She's intentionally misleading her clueless constituents to believe that a PETITION will stop Kavanaugh. How cynical; but typical of her tactics. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst,1,1,0.49235088,, True,0
278,328,@user @user @user @user @user Please President Trump #BuildThatWall,0,1,0.23993105,, True,0
279,934,"Rich as my bitch on the side hoe I got more than you know, HOE I GOT.! Look watch",1,1,0.9512451,, True,1
280,1277,"Broke niggas ain't shit cept to a broke bitch, and a hoe witout no dough is a hoe you won't see me wit.",1,1,0.8355208,, True,1
281,800,#QAnon @user Everybody has to feel a little pain -we are at war. Before this (#IllegalImmigration / #refugee / #asylum ) gets grossly out of hand-we gotta get tough. Id rather suffer a little pain than be absolutely destroyed by a Trojan horse. #BuildTheWall Thank You,1,1,0.22088012,, True,0
282,86,I talk a lot of shit about hoes but Fr tho fellas why would you want to be broke fuckin wit a female you can't even get the bitch no fries 🍟,1,0,0.13113384,, False,0
283,2542,@user Obama can't get off the couch without Valerie Jarrett giving him a shot of estrogen in his ass and then scripting his day. @user #BuildThatWall,0,1,0.22272032,, True,0
284,1797,@user @user and @user are a huge part of the swamp. Ran by a cesspool of liberal Democrats. #LiberalismIsAMentalDisorder #walkaway Traitors to the real America. #Trump2020 #MAGA #AmericaFirst #RedRage #DrainTheSwamp #BuildTheWall #SendThemBack #BoycottHollywood #BoycottTheNFL,0,0,0.93253446,, False,1
285,1507,"I feel like the world mine on some scarface shit, if that your hoe on Instagram then don't tag that bitch",1,1,0.96101946,, True,1
286,828,High five to the CRA for catching onto this! #Muslims are not to be trusted as we have been seeing acts of terror in our country. We need to stand up against this! #StopImmigration #BanShariaLaw #BanTheBurka #BanTheBurqa,1,0,0.055222306,,"

False",0
287,2758,@user @user @user Stop the invasion of 3rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam! #stop_islamization #StopInvasion ##complicediSalvini #REFUGEESNOTWELCOME,1,1,0.46062803,, True,0
288,1542,ok I hate to be like that bitch but if your in the us how do you buy the shoes?,0,1,0.15325129,, True,0
289,472,Can't wait to dye and cut my hair. Gone be a whole new bitch.😜,0,1,0.9480856,, True,1
290,1927,Other people: gosh darn it  Me: god damn tittie fucking cunt ass bitch mother fucker,0,0,0.31089434,, False,0
291,1462,"SF Transit Center park open barely a month and path already falling apartWhen you hire #IllegalAliens to work for you, what do you expect?Cheap wages, cheap labor.",0,1,0.9897058,, True,1
292,2421,"That 'anonymous source' piece in the NYT is so over-the-top & anti-#POTUS , it smells like Omarosa had something to do with it. #MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue #AllLivesMatter #DrainTheSwamp #LiberalismIsAMentalDisorder",1,1,0.28119403,, True,0
293,1549,@user okay bitch tf . butttttt im going outta town in a few days whore 😜😜,0,0,0.9196684,, False,1
294,1989,I'm excited to get my new glasses Bc I turn into a whole new bitch,0,1,0.24015766,, True,0
295,123,The Last Refuge has a fantastic collection of reports on a business model that profits from illegal immigration. #UniParty #RobbingUsBlind #EndChainMigration#tcot #ccot #pjnet #qanon,1,1,0.88384485,, True,1
296,1535,@user @user @user #idiot do you want to open your home to a murderer? #MAGA #noasylum #buildthewall #sendthemback,1,0,0.91745067,, False,1
297,604,@user None of this would be an issue had these parents not VIOLATED our country's sovereign laws and Illegally entered our country!#SENDTHEMBACK #SendThemALLBackNOW,1,1,0.96332175,, True,1
298,1605,Terribly disturbing. This is just 25 minutes in just one location where there's a continuous stream of illegals entering our country. #BuildThatWall,0,0,0.07764399,,"

False",0
299,318,The audacity and impudence of this #TrumpCrimeFamily leaves one absolutely astonished What about all the families that u have broken up & destroyed ?#sendthemback,0,-1,0.9906451,, Toxic,1
300,1444,@user @user The Democrats don't want to fix immigration because they look at immigrants as Democratic votes. The Republicans don't want to fix immigration because #1 They are spineless #2 They are afraid that the communist #DNC will accuse them of being heartless. #SendThemBack,1,1,0.059265465,, True,0
301,1567,@user tell josh he's gonna get a bitch slap 👋,0,1,0.19722451,, True,0
302,2879,Why should people here illegally be counted and represented? Send them home and build the wall.#ncpol #BuildThatWall,1,1,0.93232936,, True,1
303,2310,@user Coming from the bitch who loves grapefruits 😷👐,1,1,0.9720861,, True,1
304,876,Oh hell no send the whole plane back smh #jfk #sickpeople #runningfever #nyc #dubai #sendthemback,1,1,0.76983196,, True,1
305,1487,Dr. Vliet on #FOXNews 7/12/2014 @user Nothing has changed! #Illegals bring #USA diseases!#BuildThatWall ASAP.@DrLee4America,1,1,0.84468424,, True,1
306,1088,Every #illegal deported is an incremental pay raise for citizen workers! #DeportThemAll #ArrestEmployers #MAGA,1,0,0.46454787,,"

False",0
307,2192,"Whatever happened to heartbreak songs with a rebuttal?   Him: Fuck u, u hoe, I don't want you back  Her: Good Lil dick Bitch I aint comin back",0,1,0.96741104,, True,1
308,2888,The gym has me feeling like a whole new bitch!,0,1,0.9480856,, True,1
309,1163,Karmas a bitch hoe & on my momma you gon get yours.,0,1,0.9175841,, True,1
310,536,@user @user Hoe bitch everyone has had your ugly ass . And everyone has left because how you act . You…,0,0,0.12821546,,"

False",0
311,2163,@user @user you go and lick the shoe of italian bitch,0,1,0.9480856,, True,1
312,2327,Mexican Fugitive Wanted For Murder Found In South Carolina We need a wall to keep these scum out of our country!#BuildTheWall #NoDACA#NoAmnesty #MAGA#KAG #VoteRed #WalkAway,1,1,0.33637127,, True,0
313,2298,When hoe's talk shit about me I started to get mad like hell bitch I can make your life like a living hell don't play with me!!,1,1,0.7093121,, True,1
314,2854,"Some will take the hint and leave. Others willl force you to exchange numbers/social media @ or you'll be a ""dirty foot hoe"" ""ugly bitch""",0,1,0.8545614,, True,1
315,1685,@user @user Google whore and they will find your name bitch!!!,1,1,0.95958364,, True,1
316,2691,Bitches kill me with that bitch wanna be me hoe you don't wanna be yourself🙄😒,1,1,0.15065481,, True,0
317,1729,"You make it sound like we came down there and kidnapped him. They sent him there! On purpose! Alone! Hes coming back at tax payers expense. For the love of God, #DeportThemAll #MAGA #KAG #tcot #ccot",1,1,0.5154597,, True,1
318,1806,theres nothing more i hate than joffery. cunt lookin ass bitch,0,0,0.24150692,, False,0
319,347,"@user @user @user Kristi you fugly looking bitch, the only wrong you had to right was that you loo…",1,1,0.3366606,, True,0
320,2135,"Everyone wanna be carefree, a hoe, spiritual, allladat summer 17' like it's new 🙄🙄 bitch, find yourself and stop following the hashtags",1,1,0.9773898,, True,1
321,1499,"Yeah you is not a bad bitch, looking at you hoe, you is kind of average",1,1,0.9156528,, True,1
322,914,#Immigrants are a problem everywhere. The ones who work & contribute to their new country are welcome. But the parasites are not.#migrants #IllegalAliens #ILLEGALimmigrants #brexit #europe #sendthemback #buildthewall #migrants #Refugees #italy #EU #EuropeanUnion #Italia #europe,1,1,0.1083932,, True,0
323,1496,i don't even know that rapist pedophile dyke tranny bitch whore. tell her to go suck her own dick! AND YOU DIDN'T K…,1,0,0.92686164,, False,1
324,65,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP,0,1,0.85651654,, True,1
325,1156,Hoes be like what do you do for a living ? Where area you live in ? Nun yo fucking buisness gold digging ass bitch,1,0,0.35637867,, False,0
326,2644,excuse my lingo when I call you hoe but bitch you know I talk like dat,1,1,0.4305994,, True,0
327,852,"These niggas fuck 12 bitches, but call you a whore for liking another niggas post",1,1,0.2611608,, True,0
328,2751,@user Lmao fuck you bitch don't get mad at me cuz u don't know the game of basketball hoe,0,0,0.93232936,, False,1
329,2527,HER RESTING BITCH FACE IS GOALS ❤️@WhoreOfThe80s❤️,0,0,0.7093121,, False,1
330,5,@user @user @user Always #NoDACA.I AM BORN IN #USA AND #USA FIRST.,0,1,0.107117,, True,0
331,1455,Of course life is a bitch. If it was a slut it would be easy,0,1,0.5154597,, True,1
332,2633,Then he shouldn't mind them right ? #BuildTheWall #BuildThatWall #MAGA #AmericaFirst #AlinskyWasAMaggot,0,1,0.90171283,, True,1
333,2173,@user calling me selfish bitch is ok   U knw what u r a jealous cunt   Mri life aur barbad na kro   Coz what I'm going thro is I knw,0,0,0.17361169,,"

False",0
334,111,Truth & Fact!#MAGA#DrainTheSwamp#TrueTheVote#DemandVoterID#NoAmnesty#NoDACA#BuildTheWall#No2Globalism#No2Socialism#SocialismFails#LiberalismIsAMentalDisorder,0,1,0.27586198,, True,0
335,2864,Previously Deported Serial Child Molester Re-Arrested In Arizona @user This is an everyday occurrence!#NoDACADeal#BuildTheWall #KeepAmericansSafe#ProtectOurChildren#DeportThemAll There are far too many depraved Illegal Aliens to weed out,1,1,0.8060606,, True,1
336,1500,bitch i really want to buy those puma x bts shoes.. its so cute,0,1,0.9497676,, True,1
337,1863,"Sweden has finally had enough. If only, our lame-brained government would do something similar. #BuildTheWall #BuildTheDamnWall #DeportTheSoftInvaders #StopAnchorBabyCitizenship #EndChainMigration",1,1,0.9018281,, True,1
338,2079,"Illegal Alien Broke Into Neighbor's Home, Tried To Rape Her @user @user A majority of these heinous crimes and acts of violence are committed by Dreamer and DACA aged Illegal Aliens.#NoAmnesty #NoDACADeal #BuildTheWall #DeportThemAll",1,1,0.97764313,, True,1
339,499,@user Do it @user #BuildThatWall,0,1,0.40316173,, True,0
340,41,@user BITCH DONT TEST ME,0,1,0.98146534,, True,1
341,2893,"I wouldn't suggest that Obama was a wimpy Prez, but when he said we should bring a gun to a knife-fight, I pictured him w/a butter knife.The Code Pink Prez did NOT intimidate Putin OR ISIS.#POTUS #KAG #NEWS #NoDACA #MAGA #Trump #VoteRed #WalkAway",0,1,0.3225026,, True,0
342,1586,Keep the toxic people out of your life because they ain't nothing but bitch ass hoes,0,1,0.565719,, True,1
343,301,take your shoes off when you enter my home. bitch,0,1,0.19321173,, True,0
344,1785,"What a lying piece of Sh.t he is, he has USA on its knees and HRC was going to finish us off, well nation/public off to the world, go suck on eggs jerk @user @user #BuildTheWall #LockThemUp #EndDACA now !!!",0,1,0.9769364,, True,1
345,370,We don't want them in AU and NZ either. #sendThemBack,1,0,0.9156528,, False,1
346,841,Become a whole new bitch when them eyebrows on fleeeeek👅,0,0,0.089399844,, False,0
347,1673,"@user Trump called McCain a loser for being a POW, as was my dad. Your skanky arse, will soon be on the street. Few want 50+ whore",0,1,0.29208982,, True,0
348,1360,"A stuck up bitch, a whore and a lesbian. I swear no one has had as fucked up a love life as me. @user @user #shaymitchell",0,1,0.84867406,, True,1
349,2194,My momma should've killed my pop and his cunt bitch lmao. At 6 I would've been like TAG ME IN MA!!! Slicing ankles and shit.,1,0,0.11887677,, False,0
350,1948,getting the justice that hundreds of unarmed black men and women never received. double standards are a bitch.,0,1,0.16801034,, True,0
351,211,#Illegals are not immunized therefore bringing more illness into our country. #BuildThatWall,1,1,0.12848099,, True,0
352,1559,@user You came in my mentions first but okay hoe goodnight ily bitch and I know this picture of this dog just m…,1,1,0.9017454,, True,1
353,157,"""@debbie1ala @user @user 100% agreed. These are illegal aliens, not immigrants. Boat people are a sugar-coated way of putting it. It scares me that many Australians on Twitter still think its okay for these """"immigrants"""" to just turn up. #sendthemback""",1,0,0.12340274,,"

False",0
354,156,Tell that bitch to pay me if she EVER tryna rape me,1,0,0.10668612,,"

False",0
